Ensino Fundamental Regular - Anos Finais;;;;;;;;;;;;;;;;;;;;;;;
Indicadores educacionais compostos por: Taxa de Aprovação, SAEB e IDEB nos anos de 2005, 2007, 2009, 2011, 2013, 2015, 2017, 2019, 20211 e 2023 e Metas do 1º ciclo do Ideb2,3 (2007-2021). Os dados estão dimensionados por escola e organizados por rede de ensino.;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
Sigla da UF;Código do Município;Nome do Município;Código da Escola;Nome da Escola;Rede;"IDEB
2005
(N x P)";"IDEB
2007
(N x P)";"IDEB
2009
(N x P)";"IDEB
2011
(N x P)";"IDEB
2013
(N x P)";"IDEB
2015
(N x P)";"IDEB
2017
(N x P)";"IDEB
2019
(N x P)";"IDEB
20211
(N x P)";"IDEB
2023
(N x P)";Metas do 1º ciclo do Ideb2,3 (2007-2021);;;;;;;
GO;5218805;Rio Verde;52054365;COLEGIO ESTADUAL FREDERICO JAYME;Estadual;4,2;4,4;4,1;5,3;5,7;5,4;-;-;5,6;5,9;4,2;4,3;4,6;5;5,4;5,6;5,8;6,1
GO;5218805;Rio Verde;52054373;COLEGIO ESTADUAL ISMAEL MARTINS VIEIRA;Estadual;-;3,6;2,9;3,7;4,5;4,9;5,2;5,3;5,5;-;-;3,7;3,9;4,3;4,6;4,9;5,1;5,4
GO;5218805;Rio Verde;52054381;COLEGIO ESTADUAL MANOEL AYRES;Estadual;-;3,8;3,9;4;5;4,9;6;6,1;5,9;6,1;-;3,9;4,1;4,4;4,8;5;5,3;5,5
GO;5218805;Rio Verde;52054403;COLEGIO ESTADUAL OSCAR RIBEIRO DA CUNHA;Estadual;3,2;3,4;4,1;4,2;5,1;5,5;5,8;5,8;5,3;5,8;3,2;3,4;3,6;4;4,4;4,7;4,9;5,2
GO;5218805;Rio Verde;52054411;CENTRO DE ENSINO EM PERIODO INTEGRAL MARIA RIBEIRO CARNEIRO;Estadual;3,3;-;-;-;4,6;5,3;6,2;6,3;6;5,8;3,3;3,5;3,7;4,1;4,5;4,8;5;5,3
GO;5218805;Rio Verde;52054489;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ANA MAURA OLIVEIRA JAYME;Municipal;4;4;-;-;-;-;-;-;-;-;4;4,1;4,4;4,8;5,2;5,4;5,7;5,9
GO;5218805;Rio Verde;52054497;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ANTONIO GOMES DE LIMA;Municipal;3,5;4,1;4,2;-;4,7;4,6;4,9;5,6;5,3;6,2;3,6;3,7;4;4,4;4,8;5;5,3;5,5
GO;5218805;Rio Verde;52054624;ESCOLA MUNICIPAL RURAL DE ENSINO FUNDAMENTAL CABECEIRA ALTA;Municipal;-;-;-;4,9;-;-;-;6,4;-;-;-;-;-;5,1;5,4;5,6;5,9;6,1
GO;5218805;Rio Verde;52054748;ESCOLA MUNICIPAL RURAL DE ENSINO FUNDADAMENTAL MONTE ALEGRE;Municipal;-;-;-;-;-;-;5,3;-;-;6,4;-;-;-;-;-;-;5,5;5,8
GO;5218805;Rio Verde;52054810;ESCOLA MUNICIPAL PROFESSOR FRANCISCO JOAQUIM DE PAIVA;Municipal;-;3,4;-;3,5;4,9;4,7;5,2;-;-;-;-;3,4;3,7;4;4,3;4,6;4,9;5,1
GO;5218805;Rio Verde;52054977;ESCOLA MUNICIPAL RURAL DE ENSINO FUNDAMENTAL VALE DO RIO DOCE;Municipal;-;-;5,3;4,5;4,4;4,7;-;6,5;-;5,9;-;-;5,5;5,7;6;6,2;6,4;6,7
GO;5218805;Rio Verde;52055027;ESCOLA MUNICIPAL RURAL DE ENSINO FUNDAMENTAL BRENO DE ARAUJO SILVA;Municipal;-;-;-;-;4,7;5,2;5,3;6,1;5,4;-;-;-;-;-;5;5,2;5,5;5,7
GO;5218805;Rio Verde;52055116;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DOMINGOS MONI;Municipal;4,5;4,1;4,6;-;-;-;-;-;-;-;4,5;4,6;4,9;5,3;5,6;5,9;6,1;6,3
GO;5218805;Rio Verde;52055205;COLEGIO ESTADUAL ITAGIBA GONZAGA JAYME;Estadual;-;3,1;3,5;2,7;5,2;4,9;5;5,1;5,1;5,7;-;3,1;3,4;3,7;4;4,3;4,6;4,8
GO;5218805;Rio Verde;52055221;COLEGIO ESTADUAL MACHADO DE ASSIS;Estadual;-;3,9;4,7;-;4,6;-;4,7;4,6;4,7;-;-;4;4,2;4,6;4,9;5,2;5,4;5,6
GO;5218805;Rio Verde;52069508;ESCOLA MUNCIPAL RURAL DE ENSINO FUNDAMENTAL ESCADINHA DO FUTURO;Municipal;-;-;4,8;5,3;-;-;5,4;6,5;-;6,8;-;-;4,9;5,2;5,5;5,7;6;6,2
GO;5218805;Rio Verde;52069532;ESCOLA MUNICIPAL RURAL DE ENSINO FUNDAMENTAL SAO JOSE DO PONTAL;Municipal;-;-;5,6;-;5;3,9;-;6,2;6;5,7;-;-;5,7;6;6,3;6,5;6,7;6,9
GO;5218805;Rio Verde;52088499;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS UNIDADE CARLOS CUNHA FILHO;Estadual;5,3;5,6;6;6,3;6,7;6,8;7;7,3;6,8;7,1;5,3;5,4;5,7;6;6,3;6,5;6,7;6,9
GO;5218805;Rio Verde;52091163;COLEGIO ESTADUAL MILTES FURQUIM DE OLIVEIRA;Estadual;3,3;3,4;4,2;4,1;4,8;4,8;4,6;4,8;5,7;5;3,3;3,4;3,7;4,1;4,5;4,8;5;5,3
GO;5218805;Rio Verde;52092291;COLEGIO ESTADUAL PROFESSOR QUINTILIANO LEAO NETO;Estadual;2,9;2,9;3,6;4;4,8;5;5;5,4;5,2;5;2,9;3,1;3,3;3,7;4,1;4,4;4,7;4,9
GO;5218805;Rio Verde;52093115;COLEGIO ESTADUAL ALVINO PEREIRA ROCHA;Estadual;-;-;3,5;3,5;5;5,2;4,7;5,1;5,1;5,6;-;-;3,7;4;4,3;4,5;4,8;5,1
GO;5218805;Rio Verde;52094421;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSOR LUIZ ALBERTO LEAO;Municipal;-;-;-;5,8;5,5;6,5;7,1;7,3;6,9;7;-;-;-;6;6,2;6,4;6,6;6,8
GO;5218805;Rio Verde;52106950;COLEGIO ESTADUAL EURICO VELOSO DO CARMO;Estadual;-;-;-;-;-;-;-;-;-;5,2;-;-;-;-;-;-;-;-
GO;5218805;Rio Verde;52106969;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS SEBASTIAO DO VALE;Estadual;-;-;-;-;-;-;-;-;-;6,7;-;-;-;-;-;-;-;-
GO;5218805;Rio Verde;52241351;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSOR CLOVIS LEAO DE ALMEIDA;Municipal;-;-;-;4;4,3;4,6;5,2;5,6;5,2;6;-;-;-;4,2;4,5;4,7;5;5,2
GO;5218904;Rubiataba;52019160;CENTRO DE ENSINO EM PERIODO INTEGRAL RAIMUNDO SANTANA AMARAL;Estadual;2,9;3,8;3,7;-;-;-;-;-;-;5,3;3;3,1;3,4;3,8;4,2;4,4;4,7;5
GO;5218904;Rubiataba;52019195;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS GILVAN SAMPAIO RUBIATABA;Estadual;3,5;4;3,5;5,4;6,5;6;6,4;6,6;6,6;6,6;3,5;3,7;3,9;4,3;4,7;5;5,2;5,5
GO;5218904;Rubiataba;52019209;ESCOLA ESTADUAL JOSE CUSTODIO;Estadual;-;3,4;4,1;-;-;-;4,1;-;-;-;-;3,5;3,7;4,1;4,4;4,7;4,9;5,2
GO;5218904;Rubiataba;52019225;CENTRO DE ENSINO EM PERIODO INTEGRAL LEVINDO BORBA;Estadual;-;3,3;3,2;-;-;-;5;5,2;6,2;5,7;-;3,4;3,6;4;4,3;4,6;4,8;5,1
GO;5218904;Rubiataba;52019233;ESCOLA ESTADUAL OSCAR CAMPOS;Estadual;-;3,9;4;4;5,5;5,4;5,3;4,7;4,8;-;-;4;4,2;4,6;4,9;5,1;5,4;5,6
GO;5218904;Rubiataba;52019250;COLEGIO ESTADUAL PEDRO ALVES DE MOURA;Estadual;4,3;4;4,1;4,2;4;4,6;5,6;6;5,7;6,3;4,3;4,5;4,8;5,1;5,5;5,7;6;6,2
GO;5218904;Rubiataba;52019420;ESCOLA MUNICIPAL RIVALDO SANTANA SAMPAIO;Municipal;4,6;5;5;5,1;5,7;5,9;6,2;5,9;5,3;-;4,6;4,8;5;5,4;5,8;6;6,2;6,4
GO;5219001;Sanclerlândia;52029735;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS UNIDADE 5 DE JANEIRO;Estadual;3,8;5;4,9;5;5,3;5,4;5,3;6;5,9;6,9;3,8;4;4,2;4,6;5;5,3;5,5;5,8
GO;5219001;Sanclerlândia;52029808;COLEGIO ESTADUAL TORQUATO RAMOS CAIADO;Estadual;2,6;3,6;4,3;4,9;5,6;5,6;6;-;5,4;5,5;2,7;2,8;3,1;3,5;3,8;4,1;4,4;4,6
GO;5219100;Santa Bárbara de Goiás;52029875;CENTRO DE ENSINO EM PERIODO INTEGRAL MARIA CARNEIRO PINTO;Estadual;3,2;3,5;3,4;4;4,6;4,5;5,1;5,6;5,6;5,8;3,2;3,3;3,6;4;4,4;4,6;4,9;5,2
GO;5219209;Santa Cruz de Goiás;52062902;COLEGIO ESTADUAL SENADOR ANTONIO DE RAMOS CAIADO;Estadual;3,7;3,5;4,1;3,9;4,7;4,6;5,2;5,1;5;4,9;3,7;3,8;4,1;4,5;4,9;5,1;5,4;5,6
GO;5219258;Santa Fé de Goiás;52004414;COLEGIO ESTADUAL GABRIEL JOSE DE MOURA;Estadual;3,5;3,8;3,6;3,8;4,1;4,1;4,9;4,9;5,4;4,6;3,5;3,7;4;4,4;4,7;5;5,3;5,5
GO;5219308;Santa Helena de Goiás;52055256;CENTRO DE ENSINO EM PERIODO INTEGRAL JOSE SALVIANO AZEVEDO;Estadual;-;-;-;-;-;-;-;-;5,7;6,2;-;-;-;-;-;-;-;-
GO;5219308;Santa Helena de Goiás;52055264;COLEGIO ESTADUAL VITAL DE OLIVEIRA;Estadual;3,4;3,6;3,3;4,1;4,2;4,7;5;5,3;-;-;3,4;3,6;3,9;4,3;4,6;4,9;5,2;5,4
GO;5219308;Santa Helena de Goiás;52055272;ESCOLA ESTADUAL AVELINO MARTINS RODRIGUES;Estadual;3,5;3,3;3,3;3,3;4,9;4;5,6;5,1;5,1;5,7;3,6;3,7;4;4,4;4,8;5;5,3;5,5
GO;5219308;Santa Helena de Goiás;52055280;ESCOLA ESTADUAL JOSE SERAFIM AZEVEDO;Estadual;3,1;2,9;4;4,2;4,9;5,1;5,5;5,6;5,6;6;3,1;3,2;3,5;3,9;4,3;4,6;4,8;5,1
GO;5219308;Santa Helena de Goiás;52055302;ESCOLA ESTADUAL RAFAEL NASCIMENTO;Estadual;2,9;3,3;3,6;4,5;4,7;4,9;5,1;5,3;5,7;5,9;2,9;3,1;3,4;3,8;4,1;4,4;4,7;4,9
GO;5219308;Santa Helena de Goiás;52055531;ESCOLA ESTADUAL DJALMA DE FREITAS;Estadual;-;3,3;3,4;3,9;4,5;4,7;4,6;5,5;5,2;5,7;-;3,4;3,6;4;4,3;4,6;4,8;5,1
GO;5219357;Santa Isabel;52019624;COLEGIO ESTADUAL SANTA ISABEL;Estadual;-;-;4,2;3,6;5,8;5,6;5,7;-;5,7;4,4;-;-;4,4;4,6;4,9;5,2;5,5;5,7
GO;5219357;Santa Isabel;52019675;ESCOLA ESTADUAL UMBELINA BRAZ GOMIDES;Estadual;-;-;-;-;-;-;6,3;4,9;5,1;6,4;-;-;-;-;-;-;6,5;6,7
GO;5219407;Santa Rita do Araguaia;52055582;COLEGIO ESTADUAL ALFREDO NASSER;Estadual;-;3,3;3,8;4,2;-;-;-;-;-;5,7;-;3,3;3,6;3,9;4,2;4,5;4,8;5
GO;5219407;Santa Rita do Araguaia;52055590;CENTRO DE ENSINO EM PERIODO INTEGRAL IVO DE MORAES CAJANGO;Estadual;-;3,8;4,2;4;5;4,9;5,7;-;6,3;5,6;-;3,9;4,1;4,4;4,8;5;5,3;5,5
GO;5219456;Santa Rita do Novo Destino;52014550;COLEGIO ESTADUAL LAURENTINO MARTINS RODRIGUES;Estadual;3,2;4,6;4,2;4;5,3;5,5;5,8;5,8;5,1;6,6;3,2;3,4;3,6;4;4,4;4,7;4,9;5,2
GO;5219456;Santa Rita do Novo Destino;52014576;COLEGIO ESTADUAL MACHADO DE ASSIS;Estadual;-;-;3,5;4,8;4,5;-;4,9;5,3;4,7;5,3;-;-;3,7;4;4,3;4,6;4,8;5,1
GO;5219506;Santa Rosa de Goiás;52026108;COLEGIO ESTADUAL SANTA ROSA;Estadual;3,6;4,1;4,5;4,7;5,1;5,1;5,5;4,8;6,2;6,1;3,7;3,8;4,1;4,5;4,9;5,1;5,4;5,6
GO;5219605;Santa Tereza de Goiás;52010961;COLEGIO ESTADUAL DR MARCO AURELIO;Estadual;3,3;3,3;3,5;4,1;4,4;5,1;5,7;5,4;5,3;5,7;3,3;3,5;3,7;4,1;4,5;4,8;5;5,3
GO;5219605;Santa Tereza de Goiás;52010996;ESCOLA ESTADUAL DR BELARMINO CRUVINEL;Estadual;-;3,3;-;-;-;-;-;-;-;-;-;3,4;3,6;4;4,3;4,6;4,8;5,1
GO;5219605;Santa Tereza de Goiás;52011054;ESCOLA MUNICIPAL SANTA TERESA DAVILA;Municipal;-;-;3,8;4,1;4,4;4,8;-;-;-;-;-;-;4;4,2;4,6;4,8;5,1;5,3
GO;5219704;Santa Terezinha de Goiás;52011100;CEPI SANTA TEREZINHA;Estadual;2,3;3,1;2,8;3,9;4,6;5,2;-;-;-;-;2,3;2,5;2,7;3,1;3,5;3,7;4;4,3
GO;5219704;Santa Terezinha de Goiás;52011135;COLEGIO ESTADUAL MARIA LOPES MARTINS;Estadual;3,3;4;3,9;4,1;4,4;4,3;5,4;5,3;4,7;5,4;3,3;3,4;3,7;4,1;4,5;4,8;5;5,3
GO;5219704;Santa Terezinha de Goiás;52011160;ESC MUL ANTONIA NAVARRO DE ABREU;Municipal;-;4;-;4,9;6,2;5,7;5,8;5,5;5,4;4,9;-;4;4,3;4,6;4,9;5,2;5,4;5,7
GO;5219704;Santa Terezinha de Goiás;52011259;ESC MUL JOAO DURAES;Municipal;-;3,9;-;-;-;-;-;-;-;-;-;4;4,2;4,6;4,9;5,2;5,4;5,6
GO;5219712;Santo Antônio da Barra;52055647;COLEGIO ESTADUAL HERMINIO RODRIGUES LEAO;Estadual;3,5;3,9;3;3,5;4,7;4,8;5,1;5,3;5,2;5,7;3,5;3,6;3,9;4,3;4,7;4,9;5,2;5,5
GO;5219738;Santo Antônio de Goiás;52039382;COLEGIO ESTADUAL PADRE ALEXANDRE DE MORAIS;Estadual;3,6;3,4;3,7;4,3;4,4;3,9;5,2;5,2;5,1;5,9;3,6;3,7;4;4,4;4,8;5,1;5,3;5,6
GO;5219753;Santo Antônio do Descoberto;52051153;CENTRO DE ENSINO EM PERIODO INTEGRAL JOSE DE ASSIS;Estadual;3,4;-;2,5;4,6;4,3;-;-;-;-;-;3,4;3,6;3,8;4,3;4,6;4,9;5,1;5,4
GO;5219753;Santo Antônio do Descoberto;52051196;CENTRO DE ENSINO EM PERIODO INTEGRAL SANTO ANTONIO DO DESCOBERTO;Estadual;2,6;3,5;3,9;4;4;4,8;5,4;5,4;5;5;2,6;2,8;3,1;3,5;3,8;4,1;4,4;4,7
GO;5219753;Santo Antônio do Descoberto;52051200;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS JOSE ELIAS DE AZEVEDO;Estadual;3,8;-;2,2;3,1;3,3;2,9;3,7;-;4,6;5,2;3,8;4;4,2;4,6;5;5,3;5,5;5,8
GO;5219753;Santo Antônio do Descoberto;52051447;EMEF VIRGILIO MEDEIROS;Municipal;-;3,1;3,7;-;-;4;4,1;-;-;4,5;-;3,2;3,4;3,7;4,1;4,3;4,6;4,9
GO;5219753;Santo Antônio do Descoberto;52051455;COLEGIO ESTADUAL SALOMAO ELIAS ABDON;Estadual;2,9;-;3,6;4,3;3,9;4,3;4,2;4,2;5,1;5,2;2,9;3;3,3;3,7;4,1;4,3;4,6;4,9
GO;5219753;Santo Antônio do Descoberto;52051579;EMEF VINICIUS DE MORAIS;Municipal;-;-;4;3,9;3,9;3,2;4,2;3,5;-;-;-;-;4,2;4,5;4,8;5;5,3;5,6
GO;5219753;Santo Antônio do Descoberto;52069621;EMEF A CAMINHO DA LUZ;Municipal;-;4,2;3,6;4,2;3,6;3,7;-;-;-;-;-;4,3;4,5;4,8;5,2;5,4;5,6;5,9
GO;5219753;Santo Antônio do Descoberto;52073670;EMEF CASTRO ALVES;Municipal;-;3,9;3,7;-;3,2;3,5;-;4;-;4,1;-;4;4,2;4,6;4,9;5,2;5,4;5,6
GO;5219753;Santo Antônio do Descoberto;52075400;EMEF PROFESSORA ADAIR MARTINS PEREIRA;Municipal;-;-;-;4;-;-;-;-;4,5;4,3;-;-;-;4,2;4,5;4,8;5;5,3
GO;5219753;Santo Antônio do Descoberto;52075427;EMEF MARIA LOURDES DE FAUSTINO;Municipal;-;3,5;3,6;3,5;2,8;3,9;3,9;4,5;3,7;-;-;3,6;3,8;4,2;4,5;4,8;5;5,3
GO;5219753;Santo Antônio do Descoberto;52092623;EMEF RAIMUNDO GOMES DA SILVA;Municipal;-;3,2;3,1;-;3,9;3,5;4,6;4;-;3,6;-;3,3;3,5;3,8;4,2;4,4;4,7;4,9
GO;5219753;Santo Antônio do Descoberto;52107370;CENTRO DE ENSINO EM PERIODO INTEGRAL PARQUE ESTRELA DALVA XIII;Estadual;-;-;-;-;-;-;-;-;-;4,9;-;-;-;-;-;-;-;-
GO;5219803;São Domingos;52042359;CENTRO DE ENSINO EM PERIODO INTEGRAL JOAO HONORATO;Estadual;2,7;3,2;3,2;3,3;5,2;-;-;-;-;-;2,8;2,9;3,2;3,6;4;4,2;4,5;4,8
GO;5219803;São Domingos;52042367;ESCOLA ESTADUAL JOAO REGIS VALENTE;Estadual;-;-;-;-;-;4,9;5,7;5,2;5,4;5,5;-;-;-;-;-;5,1;5,4;5,6
GO;5219803;São Domingos;52042375;COLEGIO ESTADUAL MARIA REGIS VALENTE;Estadual;-;3,6;4;4,1;4,9;5;5,5;5,8;4,6;5,1;-;3,7;3,9;4,2;4,6;4,8;5,1;5,3
GO;5219803;São Domingos;52042383;ESCOLA MUNICIPAL POVOADO SAO VICENTE;Municipal;-;-;-;3,5;-;-;-;5,3;-;-;-;-;-;3,7;4;4,3;4,5;4,8
GO;5219803;São Domingos;52042715;COLEGIO ESTADUAL POVOADO ESTIVA;Estadual;-;-;-;-;3,7;3,9;4,9;4,3;3,8;4,4;-;-;-;-;3,9;4,2;4,5;4,7
GO;5219803;São Domingos;52042804;ESC MUN PADRE GERALDO CHIARINI FERRACIOLI;Municipal;-;2,8;-;-;3,2;4,1;4,9;3,9;-;4,7;-;2,9;3,1;3,4;3,7;4;4,3;4,5
GO;5219803;São Domingos;52121828;ESCOLA MUNICIPAL MARCOS CORREIA LINS;Municipal;-;-;-;-;-;-;-;4,2;-;-;-;-;-;-;-;-;-;4,4
GO;5219902;São Francisco de Goiás;52026256;COLEGIO ESTADUAL ANTONIO FERREIRA RIOS;Estadual;3,8;3,9;3,9;4,6;5;5,8;6;5,1;5,1;4,9;3,8;4;4,3;4,7;5;5,3;5,5;5,8
GO;5219902;São Francisco de Goiás;52026264;COLEGIO ESTADUAL SAO FRANCISCO;Estadual;-;3,4;3,4;-;-;-;-;-;-;-;-;3,5;3,7;4;4,4;4,6;4,9;5,1
GO;5220009;São João d'Aliança;52014088;CENTRO DE ENSINO EM PERIODO INTEGRAL FREDERICO BERNARDES RABELO;Estadual;3,7;3,3;3,6;4;4,4;5;4,6;5;-;6,7;3,7;3,9;4,2;4,6;4,9;5,2;5,4;5,7
GO;5220009;São João d'Aliança;52014096;ESCOLA MUNICIPAL RURAL DE ENSINO FUNDAMENTAL ANA MARIA DE MOURA;Municipal;-;-;-;3,3;-;-;-;4,7;4,5;5;-;-;-;3,5;3,8;4;4,3;4,6
GO;5220009;São João d'Aliança;52014118;COLEGIO ESTADUAL PEDRO LUDOVICO TEIXEIRA;Estadual;3,1;3,7;4;4,2;5,3;4,6;5,4;5,2;4,6;6,8;3,1;3,3;3,6;4;4,3;4,6;4,9;5,1
GO;5220009;São João d'Aliança;52076121;ESCOLA MUNICIPAL RURAL DE ENSINO FUNDAMENTAL UNIAO;Municipal;-;-;-;-;-;-;4,1;-;-;-;-;-;-;-;-;-;4,4;4,6
GO;5220058;São João da Paraúna;52057593;COLEGIO ESTADUAL CONEGO TRINDADE;Estadual;3,9;3,9;3,9;4,1;-;4,7;5;4,8;5,4;5,5;3,9;4;4,3;4,7;5,1;5,3;5,6;5,8
GO;5220108;São Luís de Montes Belos;52029964;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS AMERICO ANTUNES;Estadual;2,5;3,4;3,7;4,3;4,6;-;-;-;-;6,5;2,5;2,6;2,9;3,3;3,6;3,9;4,2;4,5
GO;5220108;São Luís de Montes Belos;52030016;CENTRO DE ENSINO EM PERIODO INTEGRAL ANTONIO CAMPOS;Estadual;-;3,6;3,7;4,9;4,9;5,3;6;5,9;-;-;-;3,7;3,9;4,3;4,6;4,9;5,1;5,4
GO;5220108;São Luís de Montes Belos;52030040;ESCOLA ESTADUAL DOM PEDRO II;Estadual;-;-;3,9;4,7;4,7;4,3;4,7;5,4;5,1;4,5;-;-;4,1;4,4;4,7;4,9;5,2;5,5
GO;5220108;São Luís de Montes Belos;52030148;CENTRO DE ENSINO EM PERIODO INTEGRAL PRESIDENTE COSTA E SILVA;Estadual;3,2;3,4;3,3;4;5,4;5;5,6;5,4;5,5;-;3,2;3,3;3,6;4;4,4;4,7;4,9;5,2
GO;5220108;São Luís de Montes Belos;52030180;CENTRO DE ENSINO EM PERIODO INTEGRAL SAO SEBASTIAO;Estadual;2,9;3,4;3,6;3,8;-;4,6;-;5,1;5,2;5,8;2,9;3,1;3,3;3,7;4,1;4,4;4,7;4,9
GO;5220108;São Luís de Montes Belos;52030270;ESCOLA MUNICIPAL CRISTIANO CARLOS FRIACA;Municipal;-;-;4,7;4,3;4,7;5,5;5,2;5,2;5,3;5,2;-;-;4,8;5,1;5,4;5,7;5,9;6,1
GO;5220108;São Luís de Montes Belos;52030415;COLEGIO MUNICIPAL MILITARIZADO PROFESSORA NELI DA SILVA CORREA;Municipal;-;-;3,6;-;3,5;4,9;4,6;4,9;5,4;5,1;-;-;3,8;4,1;4,4;4,7;4,9;5,2
GO;5220157;São Luiz do Norte;52019802;CENTRO DE ENSINO EM PERIODO INTEGRAL MEIRA MATOS;Estadual;3;3,2;2,8;3,8;4,7;4,6;4,8;4,3;5,5;4,7;3;3,1;3,4;3,8;4,2;4,5;4,7;5
GO;5220157;São Luiz do Norte;52019837;ESCOLA MUNICIPAL PROFESSOR ADIR SOARES MOREIRA;Municipal;-;-;-;-;-;-;4,8;-;-;4,6;-;-;-;-;-;-;5;5,3
GO;5220207;São Miguel do Araguaia;52001199;COLEGIO ESTADUAL DE SAO MIGUEL DO ARAGUAIA;Estadual;3,4;3,8;4,4;4,9;4,7;5,1;5,5;5,1;5,3;5,6;3,4;3,6;3,9;4,3;4,6;4,9;5,2;5,4
GO;5220207;São Miguel do Araguaia;52001229;ESCOLA ESTADUAL CASTELO BRANCO;Estadual;3,1;3,5;3,5;4,4;4,9;5,1;5,6;5,4;5,3;5,7;3,1;3,2;3,5;3,9;4,3;4,6;4,8;5,1
GO;5220207;São Miguel do Araguaia;52001237;COLEGIO ESTADUAL DOM BOSCO;Estadual;3,5;3,3;3,2;3,6;4,7;4,6;4,9;-;-;-;3,5;3,7;4;4,4;4,7;5;5,3;5,5
GO;5220207;São Miguel do Araguaia;52001253;CENTRO DE ENSINO EM PERIODO INTEGRAL SAO FRANCISCO DE ASSIS;Estadual;3,1;2,8;3,1;3,1;-;4,1;5,1;5,6;5,7;5,8;3,1;3,2;3,5;3,9;4,3;4,6;4,8;5,1
GO;5220207;São Miguel do Araguaia;52001326;ESC MUL LUIZ ALVES;Municipal;-;-;-;-;-;-;-;-;-;4,3;-;-;-;-;-;-;-;-
GO;5220207;São Miguel do Araguaia;52001334;ESCOLA MUNICIPAL NOVA LOURDES;Municipal;-;-;-;-;-;-;4,4;-;-;-;-;-;-;-;-;-;4,6;4,9
GO;5220264;São Miguel do Passa Quatro;52063070;COLEGIO ESTADUAL ADONIAS LEMES DO PRADO;Estadual;4,3;4,1;3,3;4,3;4,9;4,8;4,9;4,9;4,4;5,3;4,3;4,5;4,8;5,2;5,5;5,7;6;6,2
GO;5220264;São Miguel do Passa Quatro;52078256;CENTRO DE APREND PROF JOSE ARNALDO BATISTA;Municipal;-;3,9;-;-;-;5,2;4,7;5,6;5,3;5,3;-;4;4,2;4,5;4,8;5,1;5,3;5,6
GO;5220280;São Patrício;52015033;COLEGIO ESTADUAL BALTAZAR PARREIRA;Estadual;3,9;4,4;4,4;4,3;5,2;5,4;5,6;5,8;5,5;5,3;4;4,1;4,4;4,8;5,2;5,4;5,7;5,9
GO;5220405;São Simão;52068404;COLEGIO ESTADUAL PRESIDENTE COSTA E SILVA;Estadual;3;3,4;3,2;4,1;4,8;-;-;-;4,6;4,8;3;3,2;3,4;3,9;4,2;4,5;4,8;5
GO;5220405;São Simão;52068412;COL MUL LEOPOLDO MOREIRA;Municipal;-;5,1;4,1;4,6;4,8;4,2;5;4,7;4,2;4,9;-;5,2;5,4;5,7;6;6,2;6,4;6,6
GO;5220405;São Simão;52068420;COLEGIO ESTADUAL DE SAO SIMAO;Estadual;3,4;3,5;-;3,5;5,1;5,1;4,3;-;-;-;3,4;3,6;3,9;4,3;4,6;4,9;5,2;5,4
GO;5220405;São Simão;52068439;ESCOLA ESTADUAL LADISLAU ALVES DE SOUZA;Estadual;-;-;-;-;5,3;3,3;4,9;-;-;-;-;-;-;-;5,5;5,7;5,9;6,2
GO;5220405;São Simão;52068447;ESCOLA MUNICIPAL CORA CORALINA;Municipal;4,5;5,8;4,5;5,1;4,9;5;5,7;5,8;5,6;6;4,6;4,7;5;5,4;5,7;5,9;6,2;6,4
GO;5220405;São Simão;52068463;COLEGIO ESTADUAL PRESIDENTE CASTELO BRANCO;Estadual;-;4,2;3,8;3,5;-;-;5,4;4,5;5,7;6,1;-;4,3;4,5;4,9;5,2;5,4;5,7;5,9
GO;5220454;Senador Canedo;52039404;ESCOLA MUNICIPAL VOVO DULCE;Municipal;3,4;3,5;4,2;4,1;4,8;4,7;-;-;-;4,2;3,4;3,5;3,8;4,2;4,6;4,9;5,1;5,4
GO;5220454;Senador Canedo;52039412;COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS PEDRO XAVIER TEIXEIRA;Estadual;3;2,8;3,2;3,2;4,2;4,5;5,2;5,9;5,5;6;3;3,1;3,4;3,8;4,2;4,5;4,7;5
GO;5220454;Senador Canedo;52039420;COLEGIO ESTADUAL JOAO CARNEIRO DOS SANTOS;Estadual;2,8;-;2,6;3,1;3,2;3;4,3;-;-;-;2,9;3;3,3;3,7;4,1;4,3;4,6;4,9
GO;5220454;Senador Canedo;52039447;ESCOLA MUNICIPAL SENADOR CANEDO;Municipal;2,8;3,9;3,1;3,2;3;4;-;4,1;-;4;2,9;3;3,3;3,7;4,1;4,4;4,7;4,9
